time_stamp,Coal,Nuclear,Gas,Oil,Wind,Hydro,Solar
1/1/2018 0:00,48.55,35.53,23.38,1.54,3.91,0.7,0
1/1/2018 1:00,48.06,35.55,22.77,1.56,3.41,1.04,0
1/1/2018 2:00,47.84,35.54,23.32,1.22,3.43,0.35,0
1/1/2018 3:00,46.98,35.53,23.89,1.24,3.43,0.43,0
1/1/2018 4:00,47.04,35.55,24.01,1.47,3.42,0.43,0
1/1/2018 5:00,46.61,35.55,23.9,3.24,3.61,0.71,0
1/1/2018 6:00,45.85,35.54,23.8,4.48,3.58,1.12,0
1/1/2018 7:00,46.29,35.55,24.37,5.17,3.44,1.28,0
1/1/2018 8:00,46.57,35.54,24.78,5.07,3.25,1.21,0.0852
1/1/2018 9:00,46.61,35.54,24.33,5.58,3.04,1.21,0.3557
1/1/2018 10:00,47.3,35.54,24.66,5.21,2.48,1.45,0.4555
1/1/2018 11:00,47.47,35.51,24.36,5.63,2.3,0.83,0.4823
1/1/2018 12:00,47.47,35.52,23.84,3.88,2.37,0.88,0.4859
1/1/2018 13:00,47.58,35.55,23.82,4,2.4,0.77,0.4507
1/1/2018 14:00,46.24,35.54,23.52,3.98,2.79,0.39,0.3789
1/1/2018 15:00,46.98,35.52,24.19,3.95,2.83,0.53,0.2416
1/1/2018 16:00,46.61,35.53,25.52,3.85,3.16,0.6,0.0357
1/1/2018 17:00,47.67,35.53,29.29,5.96,3.27,2.92,0
1/1/2018 18:00,47.16,35.54,31.7,6.17,3.74,3.3,0
1/1/2018 19:00,46.12,35.55,33.36,6.86,3.98,3.49,0
1/1/2018 20:00,46.47,35.54,31.76,6.82,4.17,3.25,0
1/1/2018 21:00,46.56,35.54,31.31,6.3,4.11,2.03,0
1/1/2018 22:00,46.8,35.55,29.05,5.87,3.9,1.69,0
1/1/2018 23:00,46.58,35.54,26.63,4.66,3.52,0.95,0
1/2/2018 0:00,45.97,35.56,24.87,3.3,3.16,0.49,0
1/2/2018 1:00,45.71,35.55,25.66,3.23,3.05,1.26,0
1/2/2018 2:00,46.17,35.55,25.98,3.51,2.98,1.25,0
1/2/2018 3:00,45.82,35.56,26.94,4.01,2.78,1.24,0
1/2/2018 4:00,46.06,35.54,25.82,5.23,2.53,1.1,0
1/2/2018 5:00,46.37,35.53,27.12,5.67,2.55,1.18,0
1/2/2018 6:00,46.69,35.55,30.2,7.55,2.54,4.01,0
1/2/2018 7:00,47.34,35.55,31.08,10.06,2.6,5.39,0
1/2/2018 8:00,47.35,35.55,31.29,10.97,2.66,5.45,0.1231
1/2/2018 9:00,47.2,35.56,30.41,10.35,2.95,2.71,0.4302
1/2/2018 10:00,48.01,35.55,29.56,8.27,2.76,1.98,0.5278
1/2/2018 11:00,47.61,35.56,28.81,7.55,2.33,1.13,0.567
1/2/2018 12:00,47.39,35.55,28.2,7.08,2.14,0.4,0.5845
1/2/2018 13:00,46.83,35.54,26.75,6.24,2.17,0.55,0.5705
1/2/2018 14:00,46.76,35.54,26.9,4.68,2.5,0.5,0.4995
1/2/2018 15:00,47.1,35.53,27.35,4.82,2.7,0.53,0.3342
1/2/2018 16:00,47.12,35.53,28.17,4.92,2.86,1.23,0.053
1/2/2018 17:00,47.04,35.52,30.1,7.2,3.57,1.96,0
1/2/2018 18:00,46.95,35.52,32.67,7.51,4.95,2.54,0
1/2/2018 19:00,47.1,35.51,32.28,7.94,5.53,2.19,0
1/2/2018 20:00,47.68,35.53,33.32,6.69,5.73,2.13,0
1/2/2018 21:00,47.59,35.52,32.76,6.43,5.99,1.07,0
1/2/2018 22:00,47.29,35.53,28.67,5.48,5.87,0.39,0
1/2/2018 23:00,47.55,35.52,26.68,4.06,5.3,0.42,0
1/3/2018 0:00,46.54,35.54,25.25,3.62,5.42,0.31,0
1/3/2018 1:00,46.19,35.51,24.35,3.32,5.54,0.31,0
1/3/2018 2:00,45.76,35.53,24.21,3.33,5.38,0.3,0
1/3/2018 3:00,45.05,35.52,24.84,3.34,5.06,1.29,0
1/3/2018 4:00,45.69,35.54,26.47,3.82,4.48,1.32,0
1/3/2018 5:00,45.97,35.54,27.41,4.58,4.45,1.21,0
1/3/2018 6:00,46.59,35.54,28.97,7.52,4.13,4.11,0
1/3/2018 7:00,46.35,35.55,30.13,10.76,4.03,4.98,0
1/3/2018 8:00,46.94,35.54,30.91,9.24,3.46,4.8,0.1178
1/3/2018 9:00,47.12,35.56,30.03,7.73,3.14,2.95,0.2479
1/3/2018 10:00,47.37,35.54,29.3,6.89,3.35,1.26,0.3917
1/3/2018 11:00,47.11,35.52,28.73,5.4,3.14,0.4,0.3646
1/3/2018 12:00,47.21,35.53,26.59,4.76,3.43,0.32,0.4266
1/3/2018 13:00,47.39,35.53,26.07,4.15,3.76,0.32,0.3055
1/3/2018 14:00,47.02,35.52,25.33,3.54,3.67,0.32,0.204
1/3/2018 15:00,46.87,35.52,25.71,3.94,3.45,0.32,0.0712
1/3/2018 16:00,47.14,35.52,26.12,4.96,3.38,0.58,0.0015
1/3/2018 17:00,47.63,35.51,28.52,5.95,3.51,1.39,0
1/3/2018 18:00,48.01,35.49,29.08,6.28,3.87,1.84,0
1/3/2018 19:00,48.29,35.51,28.82,5.19,4.06,1.73,0
1/3/2018 20:00,48.7,35.44,28.01,5.41,3.88,1.31,0
1/3/2018 21:00,49.17,35.5,25.81,4.68,3.75,0.42,0
1/3/2018 22:00,49.67,35.51,22.11,4.25,3.99,0.3,0
1/3/2018 23:00,49.46,35.52,20.39,3.81,3.82,0.3,0
1/4/2018 0:00,48.34,35.52,18.76,2.6,3.83,0.3,0
1/4/2018 1:00,48.98,35.53,18.47,2.57,4.61,0.3,0
1/4/2018 2:00,48.97,35.5,18.67,2.5,4.58,0.3,0
1/4/2018 3:00,49.24,35.51,18.84,2.51,4.43,0.3,0
1/4/2018 4:00,49.03,35.53,20.35,2.8,4.54,0.29,0
1/4/2018 5:00,48.12,35.54,19.96,3.26,4.71,0.29,0
1/4/2018 6:00,49.11,35.53,23.12,4.27,4.69,1.42,0
1/4/2018 7:00,49.48,35.52,26.41,6.02,4.8,1.89,0
1/4/2018 8:00,49.23,35.51,27.62,6.67,4.81,1.48,0.0387
1/4/2018 9:00,49.52,35.53,28.78,5.93,4.4,1.32,0.1055
1/4/2018 10:00,49.34,35.52,30.43,5.27,3.86,1.58,0.1303
1/4/2018 11:00,49.34,35.5,29.92,4.81,3.4,1,0.1479
1/4/2018 12:00,49.41,35.5,28.42,5.95,3.13,0.43,0.1585
1/4/2018 13:00,49.17,35.49,26.75,6.84,3.06,0.42,0.1858
1/4/2018 14:00,49.31,35.5,26.09,6.72,3.34,0.41,0.1581
1/4/2018 15:00,49.83,35.5,25.19,6.74,3.54,0.45,0.1122
1/4/2018 16:00,50.01,35.49,25.56,7.14,3.8,0.78,0.0395
1/4/2018 17:00,50.38,35.5,28.13,8.8,4.1,2.69,0
1/4/2018 18:00,50.67,35.51,28.98,9.26,4.36,3.57,0
1/4/2018 19:00,50.81,35.51,29.17,9.28,4.33,2.84,0
1/4/2018 20:00,50.78,35.52,29.07,8.98,4.48,2.17,0
1/4/2018 21:00,50.11,35.53,27.82,8.32,4.48,1.65,0
1/4/2018 22:00,49.81,35.53,24.94,7.33,4.37,1.34,0
1/4/2018 23:00,49.58,35.52,23.29,7.22,3.94,0.79,0
1/5/2018 0:00,49.54,35.53,23.83,4.97,3.65,0.61,0
1/5/2018 1:00,49.25,35.54,24.03,5.41,3.56,0.62,0
1/5/2018 2:00,48.83,35.54,24.27,6.23,3.41,0.89,0
1/5/2018 3:00,48.36,35.55,24.11,6.85,3.27,0.55,0
1/5/2018 4:00,48.26,35.43,24.03,7.35,3.37,0.54,0
1/5/2018 5:00,48.92,35.48,23.09,8.5,3.42,1.48,0
1/5/2018 6:00,49.34,35.54,24.05,10.42,3.39,4.07,0
1/5/2018 7:00,50.25,35.53,28.13,12.58,3.14,4.11,0
1/5/2018 8:00,50.25,35.54,28.62,12.75,3.08,2.97,0.0903
1/5/2018 9:00,50.57,35.53,28.01,11.99,3.07,1.73,0.3562
1/5/2018 10:00,50.83,35.54,28.01,10.71,2.99,1.7,0.4494
1/5/2018 11:00,50.7,35.54,26.76,10.19,3.02,0.97,0.4804
1/5/2018 12:00,50.39,35.55,26.49,10.18,2.88,0.62,0.4787
1/5/2018 13:00,50.02,35.54,25.93,9.4,2.83,0.6,0.4852
1/5/2018 14:00,50.35,35.53,25.65,8.15,2.94,0.42,0.439
1/5/2018 15:00,50.33,35.53,26.66,8.43,2.99,0.51,0.3064
1/5/2018 16:00,50.05,35.54,28.77,8.89,2.82,1.2,0.0526
1/5/2018 17:00,50.52,35.51,30.24,11.53,2.87,3.96,0
1/5/2018 18:00,50.68,35.51,30.88,13.96,3.03,3.06,0
1/5/2018 19:00,50.83,35.51,30.13,12.84,3.29,2.71,0
1/5/2018 20:00,50.94,35.52,29.66,12.5,3.48,1.42,0
1/5/2018 21:00,50.27,35.53,28.61,12.42,3.73,0.85,0
1/5/2018 22:00,49.58,35.53,27.2,11.5,3.72,0.6,0
1/5/2018 23:00,48.89,35.53,25.45,10.2,3.57,0.5,0
1/6/2018 0:00,48.14,35.53,23.36,8.25,3.07,0.51,0
1/6/2018 1:00,47.53,35.54,22.13,7.26,2.82,0.29,0
1/6/2018 2:00,47.81,35.36,21.63,7.52,3,0.29,0
1/6/2018 3:00,47.81,35.27,21.99,7.66,3.04,0.3,0
1/6/2018 4:00,46.69,35.26,22.73,8.75,2.85,0.36,0
1/6/2018 5:00,46.52,35.22,22.13,10.24,3,0.46,0
1/6/2018 6:00,47.12,35.08,23.74,11.02,2.64,1.06,0
1/6/2018 7:00,47.63,35.05,25.27,12.19,2.48,2.64,0
1/6/2018 8:00,48.43,35.05,26.53,12.2,2.36,2.86,0.1143
1/6/2018 9:00,48.28,35.05,27.25,11.31,2.31,2.15,0.3989
1/6/2018 10:00,48.61,35.05,26.27,10.31,1.93,1.18,0.5165
1/6/2018 11:00,48.45,35.04,25.63,8.43,1.62,0.84,0.5428
1/6/2018 12:00,48.18,35.04,23.19,7.68,1.57,0.46,0.5289
1/6/2018 13:00,47.7,35.03,22.1,7.98,1.54,0.32,0.507
1/6/2018 14:00,47.79,35.02,21.55,7.79,1.64,0.31,0.473
1/6/2018 15:00,46.58,35,21.67,8.01,1.61,0.31,0.3386
1/6/2018 16:00,47.18,35.05,22.16,8.5,1.65,0.58,0.0606
1/6/2018 17:00,47.48,35.04,23.82,9.53,1.69,2.31,0
1/6/2018 18:00,47.99,35.06,27.22,12.91,1.72,3.26,0
1/6/2018 19:00,48,35.06,25.83,13.33,2.03,2.78,0
1/6/2018 20:00,48.71,35.06,27.03,12.64,2.36,2.41,0
1/6/2018 21:00,48.26,35.06,26.46,12.22,2.82,1.5,0
1/6/2018 22:00,47.58,34.98,24.58,11.22,3.75,1.01,0
1/6/2018 23:00,46.7,34.85,23.49,10.53,3.42,0.92,0
1/7/2018 0:00,46.64,34.86,24.06,9.37,4.67,0.79,0
1/7/2018 1:00,46.3,35.01,22.54,9.67,4.68,0.43,0
1/7/2018 2:00,46.57,35.03,21.62,9.72,4.6,0.42,0
1/7/2018 3:00,45.4,35.07,21.69,9.88,4.61,0.78,0
1/7/2018 4:00,45.22,35.06,22.43,10.67,4.19,0.99,0
1/7/2018 5:00,44.49,35.08,22.33,11.92,4.74,1.34,0
1/7/2018 6:00,44.14,35.08,22.9,12.51,4.64,1.71,0
1/7/2018 7:00,45.31,35.04,24.1,12.87,5.1,2.09,0
1/7/2018 8:00,45.73,35.07,23.94,13.74,4.87,2.51,0.1047
1/7/2018 9:00,45.21,35.06,23.59,13.64,4.67,2.2,0.2156
1/7/2018 10:00,44.27,35.05,23.17,10.57,4.95,0.94,0.504
1/7/2018 11:00,43.54,35.06,22.36,9.33,4.05,0.39,0.5326
1/7/2018 12:00,44.33,35.18,21.4,7.07,4.55,0.28,0.5304
1/7/2018 13:00,43.46,35.28,19.8,7.29,4.27,0.37,0.522
1/7/2018 14:00,43.11,35.3,19.59,7.97,4.1,0.58,0.4629
1/7/2018 15:00,43.57,35.31,19.73,7.94,3.93,0.3,0.282
1/7/2018 16:00,43.32,35.3,20.11,8.83,3.34,0.5,0.0438
1/7/2018 17:00,44.2,35.26,21.67,11.22,3.83,1.21,0
1/7/2018 18:00,44.38,35.28,22.1,12.33,4.34,1.77,0
1/7/2018 19:00,44.17,35.29,22.83,12.42,4.52,1.6,0
1/7/2018 20:00,43.47,35.26,22.15,11.88,4.69,1.19,0
1/7/2018 21:00,42.8,35.28,21.42,10.34,4.9,0.46,0
1/7/2018 22:00,41.82,35.28,20.72,8.15,4.95,0.38,0
1/7/2018 23:00,41.64,35.27,20.19,6.73,4.56,0.34,0
1/8/2018 0:00,41.96,35.28,19.79,3.06,4.71,0.73,0
1/8/2018 1:00,41.41,35.32,18.56,3.56,4.58,0.32,0
1/8/2018 2:00,40.68,35.33,19.61,3.88,4.67,0.31,0
1/8/2018 3:00,40.6,35.38,20.03,4.14,4.44,0.32,0
1/8/2018 4:00,40.15,35.45,19.45,5.92,4.74,0.33,0
1/8/2018 5:00,41.41,35.45,20.13,6.19,4.53,0.78,0
1/8/2018 6:00,43.7,35.48,22.3,7.33,4.09,2.64,0
1/8/2018 7:00,44.49,35.48,24.97,7.7,4.48,3.79,0
1/8/2018 8:00,44.77,35.49,25.01,7.1,4.66,3.03,0.1047
1/8/2018 9:00,45.2,35.47,24.5,6.8,4.19,1.62,0.2899
1/8/2018 10:00,45.26,35.46,25.21,4.97,3.69,0.84,0.3777
1/8/2018 11:00,44.1,35.49,24.8,5.09,3.77,0.58,0.3614
1/8/2018 12:00,43.72,35.32,24.66,3.4,3.76,0.59,0.3077
1/8/2018 13:00,43.75,35.22,23.32,2.9,3.83,0.37,0.3499
1/8/2018 14:00,44.15,35.33,23.85,2.83,3.55,0.3,0.2162
1/8/2018 15:00,44.33,35.37,24.08,2.56,3.46,0.31,0.1006
1/8/2018 16:00,44.2,35.37,23.9,3.05,3.16,0.38,0.0304
1/8/2018 17:00,44.12,35.38,24.9,3.74,2.99,2.24,0
1/8/2018 18:00,44.16,35.39,26.77,3.54,2.93,1.74,0
1/8/2018 19:00,44.06,35.4,26.01,3.16,3.22,1.51,0
1/8/2018 20:00,44.09,35.41,24.74,2.16,3.53,0.89,0
1/8/2018 21:00,44,35.37,22.53,1.46,3.66,0.32,0
1/8/2018 22:00,42.56,35.37,20.06,1.19,3.65,0.27,0
1/8/2018 23:00,42.08,35.34,19.49,0.82,3.33,0.27,0
1/9/2018 0:00,39.66,35.38,18.37,0.38,2.78,0.27,0
1/9/2018 1:00,37.65,35.43,19.04,0.37,2.35,0.27,0
1/9/2018 2:00,36.9,35.48,19.13,0.37,1.82,0.27,0
1/9/2018 3:00,36.95,35.48,18.48,0.35,1.48,0.27,0
1/9/2018 4:00,37.53,35.49,19.68,0.34,1.41,0.27,0
1/9/2018 5:00,38.29,35.46,20.63,0.51,1.26,0.37,0
1/9/2018 6:00,39.4,35.47,24.29,0.54,1.2,3.09,0
1/9/2018 7:00,40.32,35.46,26.66,0.57,1.23,4.34,0
1/9/2018 8:00,40.73,35.45,27.66,0.58,1.15,3.66,0.1051
1/9/2018 9:00,40.12,35.44,26.37,0.54,1.08,1.93,0.3855
1/9/2018 10:00,39.94,35.44,25.48,0.21,1.01,0.81,0.4994
1/9/2018 11:00,39.54,35.44,25.44,0.22,0.98,0.41,0.5112
1/9/2018 12:00,38.69,35.47,24.25,0.21,0.89,0.28,0.5217
1/9/2018 13:00,37.85,35.5,23.66,0.19,0.87,0.28,0.4975
1/9/2018 14:00,36.94,35.49,22.73,0.19,0.86,0.27,0.4379
1/9/2018 15:00,36.63,35.49,23.46,0.21,0.68,0.27,0.2961
1/9/2018 16:00,36.2,35.48,24.27,0.21,0.65,0.59,0.0755
1/9/2018 17:00,36.9,35.5,27.19,0.31,1.06,2.27,0
1/9/2018 18:00,38.18,35.43,28.76,0.31,1.65,2.83,0
1/9/2018 19:00,38.24,35.33,29.04,0.3,2.09,2.03,0
1/9/2018 20:00,38.57,35.32,29.5,0.3,2.35,1,0
1/9/2018 21:00,38.22,35.31,27.58,0.31,2.49,0.39,0
1/9/2018 22:00,37.46,35.3,24.24,0.31,2.78,0.27,0
1/9/2018 23:00,35.22,35.31,22.32,0.21,3.5,0.27,0
1/10/2018 0:00,35.06,35.3,22.02,0.21,3.08,0.27,0
1/10/2018 1:00,34.1,35.31,21.83,0.21,2.67,0.27,0
1/10/2018 2:00,32.55,35.31,22.5,0.21,2.97,0.27,0
1/10/2018 3:00,32.01,35.3,22.2,0.21,3.63,0.28,0
1/10/2018 4:00,31.62,35.33,22.5,0.22,3.91,0.28,0
1/10/2018 5:00,32.08,35.33,23.86,0.22,4.41,0.28,0
1/10/2018 6:00,34.35,35.33,26.42,0.22,4.62,4.49,0
1/10/2018 7:00,35.61,35.37,29.57,0.31,4.99,4.63,0.0011
1/10/2018 8:00,35.44,35.34,29.69,0.22,5.33,3.03,0.1116
1/10/2018 9:00,35.05,35.34,28.29,0.22,5.67,1.16,0.3168
1/10/2018 10:00,33.67,35.34,28.16,0.4,5.61,0.51,0.3885
1/10/2018 11:00,32.67,35.33,27.54,0.4,5.47,0.38,0.4594
1/10/2018 12:00,31.84,35.32,26.59,0.4,5.5,0.32,0.4046
1/10/2018 13:00,32.04,35.23,26.63,0.4,5.47,0.33,0.3822
1/10/2018 14:00,31.75,35.25,26.56,0.4,5.5,0.36,0.2287
1/10/2018 15:00,31.4,35.27,26.79,0.4,5.6,0.38,0.1113
1/10/2018 16:00,31.38,35.31,26.91,0.39,5.87,0.41,0.0404
1/10/2018 17:00,32.9,35.25,28.18,0.39,6.15,2.68,0.0021
1/10/2018 18:00,34.35,35.3,28.88,0.39,6.1,2.63,0
1/10/2018 19:00,33.58,35.27,27.89,0.39,6.44,1.94,0
1/10/2018 20:00,33.39,35.29,28.1,0.21,6.48,1.31,0
1/10/2018 21:00,32.38,35.29,26.36,0.21,6.61,0.58,0
1/10/2018 22:00,30.75,35.25,23.38,0.22,6.56,0.5,0
1/10/2018 23:00,27.9,35.27,21.41,0.22,6.54,0.31,0
1/11/2018 0:00,25.58,35.28,20.62,0.22,6.61,0.3,0
1/11/2018 1:00,24.02,35.27,19.65,0.22,6.55,0.3,0
1/11/2018 2:00,23.36,35.25,19.19,0.22,6.59,0.31,0
1/11/2018 3:00,23.28,35.26,19.55,0.22,6.45,0.31,0
1/11/2018 4:00,23.52,35.24,20.1,0.22,6.31,0.31,0
1/11/2018 5:00,24.37,35.28,21.34,0.22,6.37,0.31,0
1/11/2018 6:00,26.67,35.25,24.29,0.22,6.58,0.96,0
1/11/2018 7:00,30.2,35.26,25.51,0.22,6.63,1.22,0
1/11/2018 8:00,30.32,35.27,24.74,0.35,6.58,1.34,0.0908
1/11/2018 9:00,29.61,35.26,24.71,0.4,6.35,0.83,0.2122
1/11/2018 10:00,29.29,35.3,24.32,0.4,6.39,0.43,0.2501
1/11/2018 11:00,27.97,35.32,23.93,0.39,6.19,0.43,0.2384
1/11/2018 12:00,26.6,35.33,23.08,0.39,5.93,0.37,0.2731
1/11/2018 13:00,26.44,35.37,23.77,0.39,5.96,0.39,0.2456
1/11/2018 14:00,26.15,35.36,23.52,0.4,6.02,0.39,0.2067
1/11/2018 15:00,25.76,35.36,23.27,0.38,6.17,0.43,0.0872
1/11/2018 16:00,25.72,35.36,24.17,0.24,6.55,0.48,0.0169
1/11/2018 17:00,27.52,35.37,24.89,0.21,6.77,1.6,0
1/11/2018 18:00,29.5,35.38,25.77,0.21,6.6,1.76,0
1/11/2018 19:00,28.4,35.38,26.54,0.21,6.63,1.23,0
1/11/2018 20:00,28.43,35.41,25.3,0.21,6.2,0.69,0
1/11/2018 21:00,27.22,35.4,24.03,0.21,5.97,0.43,0
1/11/2018 22:00,25.23,35.38,20.91,0.21,6.08,0.43,0
1/11/2018 23:00,23.71,35.37,18,0.21,6.25,0.39,0
1/12/2018 0:00,21.82,35.35,18.08,0.21,6.15,0.34,0
1/12/2018 1:00,21.26,35.37,18.77,0.21,5.91,0.32,0
1/12/2018 2:00,21,35.34,16.98,0.21,6.33,0.34,0
1/12/2018 3:00,20.93,35.33,17.2,0.22,6.53,0.34,0
1/12/2018 4:00,20.69,35.35,17.47,0.22,6.14,0.34,0
1/12/2018 5:00,21.25,35.19,19.63,0.22,5.77,0.38,0
1/12/2018 6:00,23.04,35.33,23.24,0.22,5.96,0.93,0
1/12/2018 7:00,28.39,35.33,24.77,0.22,5.65,1.16,0
1/12/2018 8:00,29.46,35.34,24.92,0.22,5.58,1.17,0.0091
1/12/2018 9:00,30.17,35.37,25.97,0.21,5.37,0.82,0.0315
1/12/2018 10:00,30.91,35.34,26.67,0.45,5.4,0.64,0.0763
1/12/2018 11:00,31.8,35.34,26.14,0.51,5.52,0.51,0.1337
1/12/2018 12:00,31.72,35.34,26.06,0.53,5.38,0.41,0.1491
1/12/2018 13:00,31.75,35.38,26.21,0.37,5.27,0.44,0.0908
1/12/2018 14:00,32,35.4,26.34,0.38,5.27,0.45,0.0689
1/12/2018 15:00,31.72,35.4,25.47,0.38,5.17,0.58,0.043
1/12/2018 16:00,32.29,35.41,25.99,0.47,5.13,0.94,0.0035
1/12/2018 17:00,31.74,35.41,27.4,0.48,4.82,4.48,0
1/12/2018 18:00,32.11,35.42,27.34,0.47,5.16,4.75,0
1/12/2018 19:00,31.88,35.39,27.59,0.47,5.26,3.12,0
1/12/2018 20:00,31.65,35.41,27.19,0.37,5.62,0.9,0
1/12/2018 21:00,31.34,35.39,26.05,0.37,5.71,0.65,0
1/12/2018 22:00,29.94,35.31,24.43,0.37,5.68,0.64,0
1/12/2018 23:00,28.29,35.38,22.73,0.37,5.7,0.44,0
1/13/2018 0:00,26.88,35.39,20.55,0.21,5.13,0.39,0
1/13/2018 1:00,25.81,35.32,20.64,0.21,4.9,0.38,0
1/13/2018 2:00,25.39,35.28,19.49,0.21,5.01,0.37,0
1/13/2018 3:00,25.19,35.19,20.02,0.21,5.05,0.35,0
1/13/2018 4:00,25.46,35.19,20.23,0.21,4.85,0.36,0
1/13/2018 5:00,26.22,35.15,20.38,0.21,4.77,0.5,0
1/13/2018 6:00,28.34,35.15,20.9,0.21,4.4,0.99,0
1/13/2018 7:00,31.51,35.16,23.4,0.21,3.85,0.97,0
1/13/2018 8:00,34.02,35.15,24.68,0.21,3.51,0.97,0.0514
1/13/2018 9:00,36.72,35.16,25.82,0.21,3.23,0.86,0.1955
1/13/2018 10:00,38.62,35.16,25.01,0.21,2.66,1.45,0.3147
1/13/2018 11:00,40.04,35.24,23.42,0.21,2.19,1.25,0.3958
1/13/2018 12:00,40.35,35.3,22.83,0.21,1.97,0.7,0.3652
1/13/2018 13:00,40.3,35.36,21.9,0.21,2.02,0.5,0.3028
1/13/2018 14:00,40.13,35.29,22.02,0.21,2.13,0.5,0.2698
1/13/2018 15:00,40.34,35.31,22.87,0.21,1.95,0.54,0.1122
1/13/2018 16:00,40.03,35.35,25.5,0.21,1.66,0.98,0.0094
1/13/2018 17:00,40.44,35.45,27.55,0.43,1.37,2.73,0
1/13/2018 18:00,41.23,35.5,31.52,0.42,1.44,3.67,0
1/13/2018 19:00,41.06,35.53,30.56,0.42,1.42,3.57,0
1/13/2018 20:00,41.33,35.57,30.53,0.32,1.42,3.1,0
1/13/2018 21:00,41.48,35.57,30.05,0.32,1.32,2.12,0
1/13/2018 22:00,41.69,35.57,27.61,0.31,1.11,1.51,0
1/13/2018 23:00,41.38,35.59,25.07,0.4,0.92,0.99,0
1/14/2018 0:00,41.07,35.57,24.52,0.4,0.84,0.65,0
1/14/2018 1:00,41.06,35.56,24.82,0.4,0.76,0.59,0
1/14/2018 2:00,40.86,35.6,25.55,0.33,0.71,0.54,0
1/14/2018 3:00,39.88,35.57,24.81,0.38,0.68,0.43,0
1/14/2018 4:00,40.65,35.6,25.51,0.38,0.72,0.46,0
1/14/2018 5:00,40.65,35.57,25.84,0.42,0.67,0.73,0
1/14/2018 6:00,41.52,35.6,28.2,0.54,0.62,1.47,0
1/14/2018 7:00,42.23,35.57,29.24,1.14,0.52,2.79,0
1/14/2018 8:00,42.14,35.44,29.51,1.59,0.92,3.27,0.1767
1/14/2018 9:00,42.53,35.31,29.63,1.57,0.9,1.76,0.4922
1/14/2018 10:00,43.12,35.39,26.99,0.86,0.99,1.77,0.6058
1/14/2018 11:00,43.07,35.43,23.2,0.66,1.23,1.08,0.6319
1/14/2018 12:00,43.18,35.58,21.94,0.66,1.35,1.22,0.6364
1/14/2018 13:00,42.55,35.59,21.62,0.66,1.31,1.22,0.6131
1/14/2018 14:00,42.41,35.57,21.16,0.65,1.3,1.29,0.5453
1/14/2018 15:00,42.76,35.57,21.64,0.64,1.82,1.32,0.3725
1/14/2018 16:00,42.1,35.56,22.48,1.4,2.4,1.38,0.0758
1/14/2018 17:00,42.99,35.56,27.09,2.3,2.96,2.33,0
1/14/2018 18:00,43.83,35.56,28.68,2.74,3.12,3.36,0
1/14/2018 19:00,44.44,35.58,28.08,2.76,3.43,3.06,0
1/14/2018 20:00,44.48,35.48,27.76,2.15,3.73,3.37,0
1/14/2018 21:00,44.42,35.53,27.36,1.98,3.78,1.98,0
1/14/2018 22:00,43.77,35.56,24.8,1.42,4.1,1.43,0
1/14/2018 23:00,43.48,35.55,23.51,0.8,3.83,1.32,0
1/15/2018 0:00,44.19,35.53,21.41,0.7,3.94,1.79,0
1/15/2018 1:00,44.2,34.96,21.28,0.66,3.82,1.84,0
1/15/2018 2:00,44.12,34.84,21.17,0.66,3.98,1.87,0
1/15/2018 3:00,44.36,34.88,21.55,0.79,3.85,1.86,0
1/15/2018 4:00,44.43,34.86,22.05,1.08,3.8,2.7,0
1/15/2018 5:00,44.52,34.83,24.03,1.43,3.51,4.16,0
1/15/2018 6:00,45.37,34.86,25.36,2.17,3.16,4.87,0
1/15/2018 7:00,46.29,34.82,28.24,2.97,2.75,5.95,0
1/15/2018 8:00,46.61,34.83,29.51,3.06,2.76,5.39,0.0491
1/15/2018 9:00,46.67,34.83,29.18,2.93,2.89,4.02,0.2168
1/15/2018 10:00,45.56,34.82,27.79,3.02,3.48,2.67,0.2926
1/15/2018 11:00,44.57,34.85,27.18,2.68,3.71,1.98,0.3838
1/15/2018 12:00,44.35,34.87,26.37,1.74,3.63,1.77,0.334
1/15/2018 13:00,43.16,34.87,26.07,1.82,3.97,1.95,0.3048
1/15/2018 14:00,41.87,34.84,24.73,2.22,3.84,1.59,0.2925
1/15/2018 15:00,41.46,34.86,25.31,2.43,3.96,1.51,0.2331
1/15/2018 16:00,40.66,34.85,25.81,3.14,4.07,1.51,0.0554
1/15/2018 17:00,42.32,34.85,27.67,3.26,4.14,3.33,0
1/15/2018 18:00,43.75,34.84,29.35,3.76,4.05,3.74,0
1/15/2018 19:00,44.53,34.87,29.1,3.62,4.58,2.87,0
1/15/2018 20:00,43.84,34.84,28.45,2.96,4.83,2.53,0
1/15/2018 21:00,44.09,34.84,26.86,2.09,5,1.49,0
1/15/2018 22:00,43.31,34.85,23.58,1.39,4.96,1.39,0
1/15/2018 23:00,43.14,34.85,20.17,0.9,4.8,1.39,0
1/16/2018 0:00,42.43,34.86,18.9,0.84,4.59,1.35,0
1/16/2018 1:00,42.09,34.86,18.91,0.75,4.39,1.35,0
1/16/2018 2:00,42.14,34.88,18.86,0.75,4.07,1.44,0
1/16/2018 3:00,43.07,34.87,19.24,0.75,3.6,1.44,0
1/16/2018 4:00,42.96,34.86,19.77,0.84,3.41,1.45,0
1/16/2018 5:00,42.93,34.85,20.84,1.44,3.42,1.46,0
1/16/2018 6:00,43.95,34.84,25.38,1.89,2.92,4.04,0
